"PHEC_result_ID","PHEC_result_groups_ID","result_groups_approval_status","result_groups_capacity","result_groups_description","result_groups_display_name","result_groups_id","result_groups_image_display_url","result_groups_image_url","result_groups_is_organization","result_groups_name","result_groups_revision_id","result_groups_state","result_groups_title","result_groups_type"
"797","913","approved","member","The Friends and Family Test (FFT) is a single question survey which asks patients whether they would recommend the NHS service they have received to friends and family who need similar treatment or care. Collection of feedback from providers of NHS funded acute services for inpatients (including independent sector organisations that provide acute NHS services) and patients discharged from A&E (type 1 & 2) began in April 2013, and was extended to include women of any age who use NHS funded maternity services from October 2013.","Friends and Family Test","c2be4550-2768-4b51-b4f4-53ab1900e376","","","False","faf","61d404f9-af5f-4724-84f2-0d2a1e61974d","active","Friends and Family Test","group"
"797","914","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"798","915","approved","member","The Friends and Family Test (FFT) is a single question survey which asks patients whether they would recommend the NHS service they have received to friends and family who need similar treatment or care. Collection of feedback from providers of NHS funded acute services for inpatients (including independent sector organisations that provide acute NHS services) and patients discharged from A&E (type 1 & 2) began in April 2013, and was extended to include women of any age who use NHS funded maternity services from October 2013.","Friends and Family Test","c2be4550-2768-4b51-b4f4-53ab1900e376","","","False","faf","61d404f9-af5f-4724-84f2-0d2a1e61974d","active","Friends and Family Test","group"
"798","916","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"799","917","approved","member","The Friends and Family Test (FFT) is a single question survey which asks patients whether they would recommend the NHS service they have received to friends and family who need similar treatment or care. Collection of feedback from providers of NHS funded acute services for inpatients (including independent sector organisations that provide acute NHS services) and patients discharged from A&E (type 1 & 2) began in April 2013, and was extended to include women of any age who use NHS funded maternity services from October 2013.","Friends and Family Test","c2be4550-2768-4b51-b4f4-53ab1900e376","","","False","faf","61d404f9-af5f-4724-84f2-0d2a1e61974d","active","Friends and Family Test","group"
"799","918","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"800","919","approved","member","The Friends and Family Test (FFT) is a single question survey which asks patients whether they would recommend the NHS service they have received to friends and family who need similar treatment or care. Collection of feedback from providers of NHS funded acute services for inpatients (including independent sector organisations that provide acute NHS services) and patients discharged from A&E (type 1 & 2) began in April 2013, and was extended to include women of any age who use NHS funded maternity services from October 2013.","Friends and Family Test","c2be4550-2768-4b51-b4f4-53ab1900e376","","","False","faf","61d404f9-af5f-4724-84f2-0d2a1e61974d","active","Friends and Family Test","group"
"800","920","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"801","921","approved","member","The Friends and Family Test (FFT) is a single question survey which asks patients whether they would recommend the NHS service they have received to friends and family who need similar treatment or care. Collection of feedback from providers of NHS funded acute services for inpatients (including independent sector organisations that provide acute NHS services) and patients discharged from A&E (type 1 & 2) began in April 2013, and was extended to include women of any age who use NHS funded maternity services from October 2013.","Friends and Family Test","c2be4550-2768-4b51-b4f4-53ab1900e376","","","False","faf","61d404f9-af5f-4724-84f2-0d2a1e61974d","active","Friends and Family Test","group"
"801","922","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"802","923","approved","member","The Friends and Family Test (FFT) is a single question survey which asks patients whether they would recommend the NHS service they have received to friends and family who need similar treatment or care. Collection of feedback from providers of NHS funded acute services for inpatients (including independent sector organisations that provide acute NHS services) and patients discharged from A&E (type 1 & 2) began in April 2013, and was extended to include women of any age who use NHS funded maternity services from October 2013.","Friends and Family Test","c2be4550-2768-4b51-b4f4-53ab1900e376","","","False","faf","61d404f9-af5f-4724-84f2-0d2a1e61974d","active","Friends and Family Test","group"
"802","924","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"803","925","approved","member","The Friends and Family Test (FFT) is a single question survey which asks patients whether they would recommend the NHS service they have received to friends and family who need similar treatment or care. Collection of feedback from providers of NHS funded acute services for inpatients (including independent sector organisations that provide acute NHS services) and patients discharged from A&E (type 1 & 2) began in April 2013, and was extended to include women of any age who use NHS funded maternity services from October 2013.","Friends and Family Test","c2be4550-2768-4b51-b4f4-53ab1900e376","","","False","faf","61d404f9-af5f-4724-84f2-0d2a1e61974d","active","Friends and Family Test","group"
"803","926","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"804","927","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"804","928","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"805","929","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"805","930","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"806","931","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"806","932","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"807","933","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"807","934","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"808","935","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"808","936","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"809","937","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"809","938","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"810","939","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"810","940","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"811","941","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"811","942","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"812","943","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"812","944","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"813","945","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"813","946","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"814","947","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"814","948","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"815","949","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"815","950","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"816","951","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"816","952","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"817","953","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"817","954","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"818","955","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"818","956","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"819","957","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"819","958","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"820","959","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"820","960","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"821","961","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"821","962","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"822","963","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"822","964","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"823","965","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"823","966","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"824","967","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"824","968","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"825","969","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"825","970","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"826","971","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"826","972","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"827","973","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"827","974","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"828","975","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"828","976","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"829","977","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"829","978","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"830","979","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"830","980","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"831","981","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"831","982","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"832","983","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"832","984","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"833","985","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"833","986","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"834","987","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"834","988","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"835","989","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"835","990","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"836","991","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"836","992","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"837","993","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"837","994","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"838","995","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"838","996","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"839","997","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"839","998","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"840","999","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"840","1000","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"841","1001","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"841","1002","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"842","1003","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"842","1004","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"843","1005","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"843","1006","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"844","1007","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"844","1008","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"845","1009","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"845","1010","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"846","1011","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"846","1012","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
