"PHEC_result_ID","title","summary","date_range","source","publication_date","id","information_types","topics"
"1072","Abuse of Vulnerable Adults in England - 2011-12, Final report, Experimental statistics  ","\n \n This report contains information on alerts and referrals to adult social care safeguarding teams in England derived from the Abuse of Vulnerable Adults (AVA) data collection for the period 2011-12. It presents a variety of information on aspects of the safeguarding process. \n Please note that this report is being made available to the public as Experimental Statistics, which is defined in the UK Statistics Authority Code of Practice for Official Statistics as new official statistics undergoing evaluation. They are published in order to involve users and stakeholders in their development and as a means to build in quality at an early stage. \n We&#160;invite users to provide any feedback via the&#160;form provided on this page.","April 01, 2011 to March 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11247","March 06, 2013","11247","","Social care"
"1073","General Ophthalmic Services, Workforce Statistics, England and Wales - 31 December 2012","This publication shows the number of ophthalmic practitioners (Optometrists and Ophthalmic Medical Practitioners) who were authorised, by Primary Care Trusts (PCTs) in England and Local Health Boards (LHBs) in Wales, to carry out NHS funded sight tests as at 31 December each year. ","December 31, 2002 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11255","March 19, 2013","11255","Official statistics","Workforce"
"1074","National Diabetes Audit - 2011-2012, Audit participation: Primary Care","Links to participation rates in the 2011-2012 National Diabetes Audit (NDA)&#160;by PCT / LHB.  \n The participation table shows the number and percentage of practices that submitted data to the 2011-2012 NDA by PCT / LHB. The table also compares these participation rates against 2010-2011 participation rates.  \n The participation map uses colour coding to show the PCT / LHB&#160;participation rates for the 2011-2012 NDA:  \n \n &lt;50% participation \n 50 - &lt;90% \n 90 - 100%","January 01, 2011 to March 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11256","March 06, 2013","11256","Audit|0/Other reports and statistics","Illnesses and conditions"
"1075","Improving Access to Psychological Therapies, Key Performance Indicators (IAPT KPIs) - Q2 2012-13 final and Q3 2012-13 provisional","The IAPT programme is designed to support the NHS in delivering by 2014/2015: \n \n Evidence-based psychological therapies, as approved by the National Institute for Health and Clinical Excellence (NICE), for people with depression and anxiety disorders; \n Access to services and treatments by people experiencing depression and anxiety disorders from all communities within the local population; \n Increased health and well-being, with at least 50 per cent&#160;of those completing treatment moving to recovery and most experiencing a meaningful improvement in their condition; \n Patient choice and high levels of satisfaction from people using services and their carers; \n Timely access, with people waiting no longer than locally agreed waiting times standards; \n Improved employment, benefit, and social inclusion status including help for people to retain employment, return to work, improve their vocational situation, and participate in the activities of daily living. \n The vision for the IAPT programme over the next spending review cycle (April 2011 ? March 2015) was set out in ?Talking Therapies: A four-year plan of action?. 1 &#160; \n IAPT KPI?s will support measurement of the following objectives:  \n \n 3.2 million people will access IAPT, receiving brief advice or a course of therapy for depression or anxiety disorders; \n 2.6 million patients will complete a course of treatment; \n up to 1.3 million (50 per cent&#160;of those treated) will move to measurable recovery; \n During 2012/13, IAPT KPIs will also be used to support the NHS Operating Framework.  &#160; Two IAPT indicators are included in the NHS Operating Framework to measure quarter on quarter improvement in; &#160; I. The proportion of people entering treatment against the level of need in the general population (the level of prevalence addressed or ?captured? by referral routes), and II. The proportion of people who complete treatment who are moving to recovery &#160; The level of need in the general adult population is known as the rate of prevalence, defined by the Psychiatric Morbidity Survey 2000. For common mental health conditions treated in&#160; IAPT services, it is expected that a minimum of 15% of those in need would willingly enter treatment if available. &#160; Further Guidance  http://www.dh.gov.uk/en/Publicationsandstatistics/Publications/PublicationsPolicyAndGuidance/DH_123759 \n Note: West Kent PCT (5P9) informed us of errors in their Q2 2012/13 figures immediately prior to publication which affect a number of KPIs. Whilst too late to revise data, a note has been placed on the ?introduction? worksheet of the quarter 2 indicators with details, and footnotes added to affected tables to alert users. National totals are not significantly changed, but users should bear this in mind when using these data at local level ((including the machine readable dataset). \n Please note also that the machine readable data file for Q2 final 2012/13 was replaced on the 9th January 2014 to correct an error whereby not all PCTs had been included. Rows for the formerly missing PCTs have been added but the original figures remain unchanged.","July 01, 2012 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11258","March 12, 2013","11258","Official statistics","Mental health"
"1076","National Diabetes Audit - 2011-2012, Audit participation: Secondary Care ","Links to participation in the 2011-2012 National Diabetes Audit (NDA) by Secondary Care Trust.  \n &#160; \n The participation table and map show which Trusts submitted data and which Trusts did not submit data to the 2011-2012 NDA. ","January 01, 2013 to March 31, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=11260","March 06, 2013","11260","Audit|0/Other reports and statistics","Illnesses and conditions"
"1077","NHS Safety Thermometer Tool - April 2012 to February 2013","\n The NHS Safety Thermometer is a local improvement tool for measuring, monitoring and analysing patient harms and &#39;harm free&#39; care.","April 01, 2012 to February 28, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=11264","March 07, 2013","11264","Other reports and statistics","Illnesses and conditions"
"1078","Routine Monthly Improving Access to Psychological Therapies Data Quality Reports - England, final December 2012 and provisional January 2013","The Improving Access to Psychological Therapies (IAPT) dataset is a regular return of data generated by providers of NHS-commissioned IAPT services in England (including services provided by independent organisations). It was mandated as a monthly return from 1 April 2012 and collects details of all people accessing these services. Submissions are received by the Health and Social Care Information Centre as record level anonymised data from patient administration systems.  \n &#160; \n This publication comprises national and provider level data quality measures of some key data items in the IAPT dataset: postcode; birthdate; gender; ethnicity; general medical practice code; NHS number; religious belief; sexual orientation; presence of a long term physical health condition; provisional diagnosis; source of referral; Patient Health Questionnaire (PHQ 9) score; Generalised Anxiety Disorder (GAD) score; Work and Social Adjustment Scale score; appointment type; therapy type; disability. These measures are provided as both counts and percentages of all eligible IAPT records and will be of interest to stakeholders (e.g. the Department of Health and service commissioners), data providers and users of our statistics (e.g. mental health organisations including charities, and service users and their representatives). \n &#160; \n \n Read more about the IAPT dataset   \n The Information Standards Notice for the IAPT dataset can be found on the  Information Standards Board website . \n We are currently in discussions with the Department of Health about amendments to the constructions of the following data quality measures: \n DQM26&#160; Patient Health Questionnaire (PHQ 9) Score; DQM27&#160; Generalised Anxiety Disorder (GAD 7) Score; DQM28&#160; Work and Social Adjustment Scale Score; DQM29&#160; Appointment Type; DQM30 Therapy type. \n The rules for the Data Quality Measures can be found in the following link and any revisions will be documented on the following page: \n www.ic.nhs.uk/iapt \n General Notes \n The Health and Social Care Information Centre does not presently have permission to hold person identifiable data. It is therefore only been possible to validate person identifiable data items such as NHS number, Postcode and Date of Birth by using data items which have been derived from these items (as specified in the validation rules). \n &#160;","December 01, 2012 to January 31, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=11266","March 12, 2013","11266","Other reports and statistics","Mental health"
"1079","Provisional Monthly Hospital Episode Statistics for Admitted Patient Care, Outpatients and Accident and Emergency Data - April 2012 to November 2012","Hospital Episodes Statistics (HES) is a data warehouse containing records of all patients admitted to NHS hospitals in England. It contains details of inpatient care, outpatient appointments and A&amp;E attendance records. The Kennedy report recommended that HES should be &quot;supported as a major national resource for the monitoring of a range of healthcare outcomes&quot;.  \n &#160; \n Hospital episode statistics (HES) statistics are produced and published on a monthly basis. This data is provisional and should therefore be treated as an estimate until the final National Statistics annual publications. ","April 01, 2012 to November 30, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11281","March 13, 2013","11281","Official statistics","Hospital care"
"1080","Routine Quarterly Mental Health Minimum Data Set (MHMDS) Reports - Final Q2 and Provisional Q3 2012-2013, Summary statistics and related information","\n \n The MHMDS is a regular return of data generated by providers of adult secondary mental health services in England, in the course of delivering services to patients. From Q1 2011/12 onwards, the MHMDS also includes data from Independent Sector Organisations and is processed using the new system. Full details of the methods used in processing can be found in the MHMDS Version 4 User Guidance and Appendices (see related links).  \n The MHMDS dataset is received by the HSCIC as record level anonymised data from patient administration systems, Care Programme Approach systems and Mental Health Act administration systems.  \n Changes to this publication \n From April 2013 the submission of MHMDS data will be made every month, rather than every quarter, to support the implementation of Payment by Results for mental health.&#160; From April 2013 there are also NHS wide changes as a result of the Health and Social Care Act 2012.&#160; As a result, &#160;the frequency and content of this publication will be changing after the publication of Q4 2012/13 Final data.&#160;  We are currently consulting on changes to data quality measures (see Related link below).  Further details will be provided in a Methodological Change Paper to be made available on this web site ( http://www.ic.nhs.uk/pubs/methchanges   ) in early 2013.","July 01, 2012 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11288","March 13, 2013","11288","Official statistics","Mental health"
"1081","NHS Staff Earnings, Estimates - October-December 2012","\n Following a consultation period the first data tables using the new methodology for NHS Staff Earnings data in England for Hospital and Community Health Service (HCHS) staff (excluding primary care staff) were published alongside those using the old methodology in September 2012. This publication is the&#160;second in a series that only contains data tables produced using the new methodology. \n &#160; \n The data, which is published every quarter, covers the period from April 2008 through to 30&#160;December 2012. We&#39;ve taken pay data from all NHS organisations using the Electronic Staff Record (ESR) during the period. The methodology used to produce these estimates is available in the bulletin above. We have also published the response to the public consultation that closed on 29 June 2012. \n \n \n Read the response to consultation on NHS Staff Earnings publication &#160; \n As expected with provisional, statistics, some figures may be revised from month to month as issues are uncovered and resolved. No refreshes of the provisional data will take place either as part of the regular publication process, or where minor enhancements to the methodology have an insignificant impact on the figures at a national level. However, the provisional status allows for this to occur if it is determined that a refresh of data is required subsequent to initial release. Where a refresh of data occurs, it will be clearly documented in the publications.  \n &#160; We welcome feedback on the methodology and tables within this publication. Please send your comments and suggestions, clearly stating ?NHS Staff Earnings&#39; as the subject heading through to enquiries@ic.nhs.uk or 0845 300 6016. \n","April 30, 2008 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11289","March 20, 2013","11289","","Workforce"
"1082","NHS Safety Thermometer Data Quality Report - February 2013 submissions  ","NHS&#160;Safety Thermometer Data Quality Report -&#160;February 2013 submissions&#160; ","February 01, 2013 to February 28, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=11291","March 08, 2013","11291","Other reports and statistics","Illnesses and conditions"
"1083","National Diabetes Inpatient Audit (NaDIA) - 2012","The National Diabetes Inpatient Audit (NaDIA) is commissioned by the Healthcare Quality Improvement Partnership (HQIP) and delivered by the Health and Social Care Information Centre, working with Diabetes UK. \n &#160; \n The National Diabetes Inpatient Audit is a snapshot audit of diabetes inpatient care in England and Wales. The audit is set out to answer the following questions: \n \n Did diabetes management minimise the risk of avoidable complications? \n Did harm result from the inpatient stay? \n Was patient experience of the inpatient stay favourable? \n Has the quality of care and patient feedback changed since NaDIA 2010? \n This publication was produced in two parts: the comparative hospital-level analysis was published 14 March 2013 and the National Report was published 27 June 2013.","September 17, 2012 to September 21, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11321","March 14, 2013","11321","Audit","Illnesses and conditions"
"1084","National Pulmonary Hypertension Audit - 2012","Pulmonary hypertension is a rare disease which occurs at any age, has many causes, and often shortens life expectancy. In the UK, Channel Islands, Gibraltar and Isle of Man seven hospitals have been designated to diagnose and treat pulmonary hypertension in adults and one hospital for children. The National Audit of Pulmonary Hypertension (NAPH) is a prospective audit of processes and outcomes and has the participation of all eight designated centres. This report of the second year brings together the audit data collected from the nationally designated centres (Table 1). It builds on the first report one year ago1 while expanding new areas of information. Since the last report the lack of completeness of some key data fields has been resolved. Database processes have been kept under constant review and improved. New information has been added to this year?s report about diagnosis, new referrals and survival of selected diagnostic groups of patients. The data presented in this report is for the year from 1 April 2011 to 31 March 2012 and covers all patients seen at the designated centres. This audit includes England, Scotland, Wales, Northern Ireland, the Channel Islands, Gibraltar and the Isle of Man.","January 01, 0001 to January 01, 0001","http://content.digital.nhs.uk/searchcatalogue?productid=11350","March 15, 2013","11350","Audit","Illnesses and conditions"
"1085","CCG Outcomes Indicators - March 2013 release  ","\n Clinical Commissioning Group (CCG) indicators form part of the CCG Outcomes Indicator Set. The indicators aim to provide clear, comparative information for CCGs and Health and Wellbeing boards about the quality of health services commissioned by CCGs and, as far as possible, the associated health outcomes. They therefore help CCGs and Health and Wellbeing boards to understand where they may need to focus their efforts to improve services and outcomes.  \n The indicator set comprises 16 indicators and draws on a variety of data sources to provide users with the ability to compare at CCG level, including:  \n &#183; &#160;&#160;&#160;&#160;&#160;&#160;&#160;  Mortality (Primary Care Mortality Database)  \n &#183; &#160;&#160;&#160;&#160;&#160;&#160;&#160;  Hospital Episodes Statistics  \n &#183; &#160;&#160;&#160;&#160;&#160;&#160;&#160;  GP Patient Survey  \n &#183; &#160;&#160;&#160;&#160;&#160;&#160;&#160;  GP registered population, extracted directly from GP systems  \n This release sees one indicator published as part of the CCG indicator set for the first time: \n &#183; &#160;&#160;&#160;&#160;&#160;&#160;&#160;  1.7 - Under 75 mortality rate from liver disease \n It also includes two indicators that are being published with a revised calculation methodology: \n &#160; \n &#183; &#160;&#160;&#160;&#160;&#160;&#160;&#160;  2.6 - Unplanned hospitalisation for chronic ambulatory care sensitive conditions \n &#183; &#160;&#160;&#160;&#160;&#160;&#160;&#160;  3.1 - Emergency admissions for acute conditions that should not usually require hospital admission \n Each of the remaining indicators has been updated to reflect the latest available CCG structures. For this release values for each indicator are presented across 211 CCGs.&#160;","April 01, 2010 to March 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11395","March 27, 2013","11395","","Hospital care"
"1086","NHS Outcomes Framework Indicators - March 2013 release  ","\n The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework, which: \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  provides national level accountability for the outcomes the NHS delivers.  \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  drives transparency, quality improvement and outcome measurement throughout the NHS.     \n This release includes one indicator published as part of the NHS Outcomes Framework for the first time : \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  1a.ii - Potential years of life lost (PYLL) from causes considered amenable to health care ? children and young people \n It also includes new data, additional disaggregations or changes to the calculation methodology for the following indicators: \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  1.4.i - One-year survival from colorectal cancer \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  1.4.ii - Five-year survival from colorectal cancer \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  1.4.iii - One-year survival from breast cancer \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  1.4.iv - Five-year survival from breast cancer \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  1.4.v - One-year survival from lung cancer \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  1.4.vi - Five-year survival from lung cancer \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  2.3.i - Unplanned hospitalisation for chronic ambulatory care sensitive conditions \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  3a - Emergency admissions for acute conditions that should not usually require hospital admission \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  3.1 - Total health gain as assessed by patients for elective procedures (groin hernia, hip replacement, knee replacement, varicose veins) \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  4.3 - Patient experience of A&amp;E services \n ? &#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;  4.7 - Patient experience of community mental health services \n 5.4 - Medication errors causing serious harm","April 01, 2011 to September 01, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11396","March 27, 2013","11396","Official statistics","Illnesses and conditions"
"1087","Provisional Accident and Emergency Quality Indicators - England, Experimental statistics by provider for November 2012","\n \n \n \n \n \n \n This report, generated from Hospital Episode Statistics (HES) A&amp;E data, sets out data coverage, data quality and performance information for the following five A&amp;E indicators: \n \n Left department before being seen for treatment rate \n Re-attendance rate \n Time to initial assessment \n Time to treament \n Total time in A&amp;E \n Publishing these data will help share information on the quality of care of A&amp;E services to stimulate the discussion and debate between patients, clinicians, providers and commissioners, which is needed in a culture of continuous improvement. These A&amp;E HES data are published as experimental statistics to note the shortfalls in the quality and coverage of records submitted via the A&amp;E commissioning data set. The data used in these reports are sourced from Provisional A&amp;E HES data, and as such these data may differ to information extracted directly from Secondary Uses Service (SUS) data, or data extracted directly from local patient administration systems. Provisional HES data may be revised throughout the year. &#160; \n \n \n \n \n \n \n \n","November 01, 2012 to November 30, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11402","March 26, 2013","11402","Official statistics","Hospital care"
"1088","National Sudden Arrhythmic Death Syndrome Audit Report - 2012","\n In most middle-aged and older adults, sudden cardiac death is caused by coronary artery disease. In contrast, sudden cardiac death in individuals aged less than 35 years is frequently caused by inherited disorders of cardiac muscle (cardiomyopathies) and cardiac rhythm (ion channelopathies). The genetic nature of many of these diseases means that the relatives of young sudden cardiac death victims are at risk of similar events. In 2004, chapter 8 of the Department of Health?s National Service Framework for coronary heart disease recommended family assessment when a sudden cardiac death occurs in a young person. In response to this challenge, The UK Cardiac Pathology Network (UK CPN) was formed in order to provide local coroners with an expert cardiac pathology service and to promote best pathological practice in sudden death cases. A national database allowing UK CPN pathologists to record information on cases referred to them was launched in November 2008 in partnership with the&#160;Health and Social Care Information Centre (HSCIC)&#160;and the Department of Health. This third report describes the data collected up to and including&#160;January&#160;2013.","January 01, 0001 to January 01, 0001","http://content.digital.nhs.uk/searchcatalogue?productid=11407","March 28, 2013","11407","Audit","Illnesses and conditions"
"1089","Prescription Cost Analysis - England, 2012","Prescription Cost Analysis (PCA) provides details of the number of items and the net ingredient cost of all prescriptions dispensed in the community in England. The drugs dispensed are listed by British National Formulary (BNF) therapeutic class.   \n Please note: on&#160;7th August 2013 an updated version of the pdf file was uploaded to correct an error in the BNF section ordering. No figures have been changed.    ","January 01, 2012 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11412","April 04, 2013","11412","Official statistics","Prescribing"
"1090","Provisional Monthly Patient Reported Outcome Measures (PROMs) in England - April 2011 to March 2012, Pre- and post-operative data, April 2013 release","\n This provisional publication of PROMs data includes eligible HES episodes with an episode start date between 1 April 2011 and 31 March 2012 and pre-operative questionnaires with a completion date between 1 April 2011 and 31 March 2012. Where a patient did not record the date that they completed the pre-operative questionnaire, the pre-operative questionnaire scan date is used. Any post-operative questionnaires that are linked to an eligible pre-operative questionnaire and have been sent out to patients, returned and scanned prior to processing (middle of March 2013) are included for analysis. \n &#160; \n PROMs Special Topics \n Extended analyses of the latest finalised data are published three times a year. The latest special topic:  Satisfaction with and success of surgery , was published on 14 February 2013.&#160;","April 01, 2011 to March 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11432","April 11, 2013","11432","Official statistics","Patient experience"
"1091","Provisional Monthly Patient Reported Outcome Measures (PROMs) in England - April 2012 to November 2012","\n This provisional publication of PROMs data includes eligible HES episodes with an episode start date between 1 April 2012 and 30 November 2012 and pre-operative questionnaires with a completion date between 1 April 2012 and 30 November 2012. Where a patient did not record the date that they completed the pre-operative questionnaire, the pre-operative questionnaire scan date is used. Any post-operative questionnaires that are linked to an eligible pre-operative questionnaire and have been sent out to patients, returned and scanned prior to processing (middle of March 2013) are included for analysis. \n &#160; \n PROMs Special Topics \n Extended analyses of the latest finalised data are published three times a year. The latest special topic:  Satisfaction with and success of surgery , was published on 14 February 2013.&#160;","April 01, 2012 to November 30, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11434","April 11, 2013","11434","Official statistics","Patient experience"
"1092","Monthly NHS Hospital and Community Health Service (HCHS) Workforce Statistics in England - January 2013, Provisional statistics","\n \n Provisional monthly figures for headcount, full time equivalent, role count and turnover of NHS Hospital and Community Health Service (HCHS) staff groups working in England (excluding primary care staff). \n &#160; \n This month, the quarterly supplemental publication will include: \n &#160; \n ? Time series of workforce numbers (headcount and FTE) by organisation ? Medical grades by organisation ? Non-medical staff groups by organisation ? Turnover by organisation ? Time series of quarterly turnover at national and regional level ? Redundancy figures at a National level by staff group. This will include voluntary redundancies alongside compulsory redundancies. \n &#160; \n As expected with provisional statistics, some figures may be revised from month to month as issues are uncovered and resolved. No refreshes of the provisional data will take place either as part of the regular publication process, or where minor enhancements to the methodology have an insignificant impact on the figures at a national level.  \n &#160; \n However, the provisional status allows for this to occur if it is determined that a refresh of data is required subsequent to initial release. Where a refresh of data occurs, it will be clearly documented in the publications. \n &#160; \n The monthly publication is an accurate summary of the validated data extracted from the NHS&#39;s HR and Payroll system. It has a provisional status as the data may change slightly over time where trusts make updates to their live operational systems. Given the size of the NHS workforce and the changing composition, particularly during this period of transition, it is likely that we will see some additional fluctuations in the workforce numbers over the next few months reflecting both national and local changes as a result of the NHS reforms. \n &#160; \n We welcome feedback on the methodology and tables within this publication. Please email us with your comments and suggestions, clearly stating ?Monthly HCHS Workforce&#39; as the subject heading, via  enquiries@hscic.gov.uk  or 0845 300 6016.","September 30, 2009 to January 31, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=11436","April 23, 2013","11436","Official statistics","Workforce"
"1093","Sickness Absence Rates in the NHS - October-December 2012    ","Sickness Absence Rates in the NHS - October-December 2012&#160;&#160;&#160; \n","October 31, 2013 to December 31, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=11478","April 18, 2013","11478","Official statistics","Workforce"
"1094","NHS Safety Thermometer Data Quality Report - March 2013 submissions  ","\n NHS&#160;Safety Thermometer Data Quality Report -&#160;March 2013 submissions&#160; ","March 01, 2013 to March 31, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=11484","April 11, 2013","11484","Other reports and statistics","Illnesses and conditions"
"1095","Routine Quarterly Improving Access to Psychological Therapies Data Set Reports, Final Q3 summary statistics and related information, England, Experimental statistics  ","\n The Improving Access Psychological Therapies (IAPT)&#160;data set is a regular return of data generated by providers of IAPT services in the course of delivering these services to patients. The data also includes information from Independent Sector Organisations who are also providers of NHS IAPT services.  \n The IAPT data set is received by the Health and Social Care Information Centre as record level anonymised data from patient administration systems. \n \n Read more about the IAPT data set  \n See the Information Standards Notice for the IAPT data set on the Information Standards Board website  \n See Routine Monthly IAPT Data Quality Reports","October 01, 2012 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11486","April 16, 2013","11486","","Mental health"
"1096","Routine Monthly Improving Access to Psychological Therapies Data Quality Reports - England, Final January and provisional February 2013","\n The Improving Access to Psychological Therapies (IAPT) data set is a regular return of data generated by providers of NHS-commissioned IAPT services in England (including services provided by independent organisations). It was mandated as a monthly return from 1 April 2012 and collects details of all people accessing these services. Submissions are received by the Health and Social Care Information Centre as record level anonymised data from patient-administration systems.  \n &#160; \n This publication comprises national- and provider-level data quality measures of some key data items in the IAPT dataset: postcode; birthdate; gender; ethnicity; general medical practice code; NHS number; religious belief; sexual orientation; presence of a long-term physical health condition; provisional diagnosis; source of referral; Patient Health Questionnaire (PHQ 9) score; Generalised Anxiety Disorder (GAD) score; Work and Social Adjustment Scale score; appointment type; therapy type; disability. These measures are provided as both counts and percentages of all eligible IAPT records and will be of interest to stakeholders (e.g. the Department of Health and service commissioners), data providers and users of our statistics (e.g. mental health organisations including charities, and service users and their representatives). \n &#160; \n \n Read more about the IAPT dataset   \n The Information Standards Notice for the IAPT data set can be found on the  Information Standards Board website . \n We have agreed with the Department of Health about amendments to the construction of the following data quality measures; these changes will be implemented next month: \n DQM26&#160; Patient Health Questionnaire (PHQ 9) Score; DQM27&#160; Generalised Anxiety Disorder (GAD 7) Score; DQM28&#160; Work and Social Adjustment Scale Score; DQM29&#160; Appointment Type; DQM30 Therapy type. \n The rules for the Data Quality Measures can be found in the following link and any revisions will be documented on the following page: \n www.hscic.gov.uk/iapt \n General Notes \n The Health and Social Care Information Centre does not presently have permission to hold person-identifiable data. It is therefore only been possible to validate person-identifiable data items such as NHS number, Postcode and Date of Birth by using data items which have been derived from these items (as specified in the validation rules).","January 01, 2013 to February 28, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=11487","April 16, 2013","11487","Other reports and statistics","Mental health"
"1097","Statistics on NHS Stop Smoking Services: England, April 2012 to December 2012 (Q3 - Quarterly report)","\n This quarterly report presents provisional results from the monitoring of the NHS Stop Smoking Services (NHS SSS) in England during the period 1 April 2012 to 31 December 2012. &#160;  This report includes information on the number of people setting a quit date and the number who successfully quit at the 4 week follow-up. &#160;  It also presents in depth analyses of the key measures of the service including pregnant women, breakdowns by ethnic group, socio-economic classification as well as by intervention type and setting and type of pharmacotherapy received and regional analyses at Strategic Health Authority (SHA) and Primary Care Trust (PCT) levels. \n &#160; \n Quarterly results from the monitoring of NHS SSS for 2012/13 are provisional and will subsequently be revised to account for any revisions submitted by PCTs throughout the year. At this stage, any comparisons between 2012/13 and earlier years compare provisional figures with final figures. Final figures for 2012/13 will be included in the end of year report, expected to be published in August 2013.","April 01, 2012 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11495","April 17, 2013","11495","Official statistics","Public health"
"1098","Provisional Monthly Hospital Episode Statistics for Admitted Patient Care, Outpatients and Accident and Emergency Data - April 2012 to December 2012","Hospital Episodes Statistics (HES) is a data warehouse containing records of all patients admitted to NHS hospitals in England. It contains details of inpatient care, outpatient appointments and A&amp;E attendance records. The Kennedy report recommended that HES should be &quot;supported as a major national resource for the monitoring of a range of healthcare outcomes&quot;.  \n &#160; \n Hospital episode statistics (HES) statistics are produced and published on a monthly basis. This data is provisional and should therefore be treated as an estimate until the final National Statistics annual publications.","April 01, 2012 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11507","April 16, 2013","11507","Official statistics","Hospital care"
"1099","Summary Hospital-level Mortality Indicator (SHMI) - Deaths associated with hospitalisation, England, October 2011 - September 2012, Experimental statistics","\n \n This is the seventh publication of the Summary Hospital-level Mortality Indicator (SHMI) and relates to the reporting period October 2011 ? September 2012.&#160; &#160; \n Further background information and supporting documents are available at the SHMI support and guidance page  http://www.hscic.gov.uk/SHMI","October 01, 2011 to September 30, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11535","April 24, 2013","11535","Official statistics","Hospital care"
"1100","Provisional Accident and Emergency Quality Indicators - England, Experimental statistics by provider for December 2012","\n \n \n \n \n \n \n This report, generated from Hospital Episode Statistics (HES) A&amp;E data, sets out data coverage, data quality and performance information for the following five A&amp;E indicators: ? Left department before being seen for treatment rate ? Re-attendance rate ? Time to initial assessment ? Time to treament ? Total time in A&amp;E Publishing these data will help share information on the quality of care of A&amp;E services to stimulate the discussion and debate between patients, clinicians, providers and commissioners, which is needed in a culture of continuous improvement. These A&amp;E HES data are published as experimental statistics to note the shortfalls in the quality and coverage of records submitted via the A&amp;E commissioning data set. The data used in these reports are sourced from Provisional A&amp;E HES data, and as such these data may differ to information extracted directly from Secondary Uses Service (SUS) data, or data extracted directly from local patient administration systems. Provisional HES data may be revised throughout the year. &#160; \n \n \n \n \n \n \n","December 01, 2012 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11540","April 25, 2013","11540","Official statistics","Hospital care"
"1101","Prescribing by Dentists - England, 2012","\n This bulletin provides an overview of NHS prescriptions written by dentists and dispensed in the community. It is based on data supplied by the Prescription Services division of the NHS Business Services Authority.  \n The report looks at national-level data for 2012 in terms of prescription items and Net Ingredient Cost (NIC) and looks at changes since 2005.","January 01, 2012 to December 31, 2012","http://content.digital.nhs.uk/searchcatalogue?productid=11545","April 25, 2013","11545","Official statistics","Primary care services"
