"PHEC_result_ID","PHEC_key_facts_ID","key_facts"
"2008","1","<ul><li>experimental data status removed</li><li>data revised from January 2016</li><li>interactive spreadsheets improved (to be viewed in conjunction with the report)</li><li>key points infographic</li></ul>"
"2010","1","<font color='#000000' size=2 face=Arial><p class=MsoNormal style='margin:0cm 0cm 6pt'><b><span style='font-size:12pt;font-family:'Arial','sans-serif';color:#2c2c2c;letter-spacing:-0.1pt'>In England, Quarter 3, 2015/16?</span></b></p><ul><li><div class=MsoNormal style='margin:0cm 0cm 6pt'><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>10.6 per cent of pregnant women were known to be smokers at the time of delivery, this compares to 10.5 per cent for the most recent quarter (quarter 2, 2015/16) although this is not a statistically significant difference.It has however fallen from 11.4 per cent compared to the same quarter last year (quarter 3, 2014/15).</span></div></li><li><div class=MsoNormal style='margin:0cm 0cm 6pt'><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'></span><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>The proportion of pregnant women known to be smokers at the time of delivery is now below the national ambition of 11 per cent.</span></div></li><li><div class=MsoNormal style='margin:0cm 0cm 6pt'><span style='font-size:10pt;font-family:Symbol;color:black'><span style=''><span style='font:7pt &quot;Times New Roman&quot;'>?</span></span></span><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>However, there are some geographical differences amongst all NHS England Regions, (Footnote a) smoking prevalence at delivery varied from 16.1 per cent in Cumbria and North East to 4.8 per cent in London.</span></div></li><li><div class=MsoNormal style='margin:0cm 0cm 6pt'><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>Amongst the 209 Clinical Commissioning Groups, smoking prevalence at delivery ranged from 25.0 per cent in NHS Blackpool to 1.3 per cent in NHS Central London (Westminster).</span></div></li><li><div class=MsoNormal style='margin:0cm 0cm 6pt'><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'></span><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>2.6 per cent of maternities (Footnote b) had an unknown smoking status in quarter 3 2015/16. This compares to 3.2 per cent for the most recent quarter (quarter 2, 2015/16) and 3.0 per cent for the same quarter last year (quarter 3, 2014/15). This should be borne in mind when interpreting the proportion of pregnant women known to be smoking at the time of delivery as the unknowns are effectively treated as non-smokers in the calculation.?</span></div></li><li><div class=MsoNormal style='margin:0cm 0cm 6pt'><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'></span><span style='font-size:10pt;font-family:Symbol;color:black'><span style=''><span style='font:7pt &quot;Times New Roman&quot;'>?</span></span></span><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>If the number of maternities with an unknown smoking status were removed from the denominator, the proportion of women smoking at the time of delivery would increase to 10.9 per cent.</span></div></li></ul><p class=MsoNormal style='margin:12pt 0cm;line-height:16.8pt'><b><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>Footnotes</span></b><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'> </span></p><p class=MsoNormal style='margin:0cm 0cm 0pt'><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>Footnote a: From 1st April 2015 the structure of NHS England has changed and Area Teams have now been integrated into the existing regional structures to form a single regional tier. More information can be found here http://www.england.nhs.uk/about/regional-area-teams/ </span></p><p class=MsoNormal style='margin:0cm 0cm 0pt'><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>?</span></p><p class=MsoNormal style='margin:0cm 0cm 0pt'><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>Footnote b: The number of maternities is defined as the number of pregnant women who give birth to one or more live or stillborn babies of at least 24 weeks gestation, where the baby is delivered by either a midwife or doctor at home or in an NHS hospital (including GP units). This count should be the number of pregnant women, not the number of babies (deliveries). It does not include maternities that occur in psychiatric hospitals or private beds / hospitals. </span></p><p></font>?</p>"
"2013","1","<div><div>For the 136 trusts included in the SHMI from 1?October 2014 to 30?September 2015:</div><ul><li>There were approximately 8.7 million finished provider spells, from which 289,000 deaths were recorded either while in hospital or within 30 days of discharge.? This includes deaths from other causes as well as deaths related to the reason for the hospital admission. <li>18 trusts had a 'higher than expected' SHMI.? Of these 18 trusts,?7 also had a 'higher than expected' SHMI for the same period in the previous year. <li>103 trusts had an 'as expected' SHMI. <li>15 trusts had a 'lower than expected' SHMI.? Of these 15 trusts,?10 also had a 'lower than expected' SHMI for the same period in the previous year. </li></ul><p>Notes:</p><ol><li>There is a shortfall in the number of records in the reporting period?October 2014 ??September 2015 for Barking, Havering and Redbridge University Hospitals NHS Trust (provider code RF4). Further details are provided in the corresponding?provisional HES Admitted Patient Care 2015-16 data quality notes (link below). This shortfall has a negligible impact on the SHMI at national level. However, the SHMI value for this trust will be based on incomplete data and should therefore be interpreted with caution. <p></p><li>For discharges in the reporting period April 2014 ? March 2015, the HES data for Croydon Health Services NHS Trust (provider code RJ6) have missing secondary diagnosis codes in the fields DIAG_04 to DIAG_20 inclusive. Further details are provided in the corresponding?finalised HES Admitted Patient Care 2014-15?data quality notes (link below). This has a negligible impact on the SHMI at national level. However, this may have resulted in a larger number of expected deaths being estimated for this trust than would have been the case if the missing data had been included in the analysis and so results for this trust should therefore be interpreted with caution. <p></p><li>Further information on data quality can be found in Appendix B: Background Quality Report of the SHMI quarterly report, which can be downloaded from the 'Resources' section of this page.</li></ol></div>"
"2014","1","Data for the third quarter of 2015-16 are the eleventh to be collected under the new NHS structural arrangements. The estimated data collected for the previous two quarters have been confirmed or corrected, 17 Clinical Commissioning Groups (CCGs) have submitted a revision to their data since the quarter 2 report was published. Changes to the data and aggregated totals affected by this revision are identified within the spreadsheets within Annex 1. <br>As at the end of the third quarter of 2015-16: <br><ul type=disc><li>62,283 patients were eligible for NHS CHC in quarter 3. This equates to 68.4 patients per 50,000 population aged 18 or over. </li><li>There has been a 0.8 per cent decrease in the number of patients eligible at the end of the third quarter compared with those eligible at the end of the second quarter, and a 1.1 per cent decrease when compared with the third quarter in 2014-15. </li><li>25,174 patients were newly eligible for NHS CHC in quarter 3, equating to 27.7 patients per 50,000 population aged 18 or over. </li><li>The number of newly eligible patients decreased by 0.4 per cent from quarter 2 to quarter 3. There has been a 2.0 per cent increase in newly eligible patients compared to quarter 3 of 2014-15.</li></ul>"
"2015","1","<p>Data collected at the end of February 2016 show that:</p><ul><li>2,570 patients were in hospital at the end of the reporting period</li><li>207 CCGs/Hubs updated information by the end of the reporting period</li><li>8 CCGs/Hubs did not update any information or confirm that currently held information was correct by the end of the period</li><li>4 CCGs/Hubs have never submitted data as they have not had a patient in scope of this collection since the transfer of this collection to HSCIC.</li></ul><p>During February 2016 there were:</p><ul><li>2,500 patients in care from the previous month</li><li>70 admissions to hospital</li><li>110 discharges/transfers from hospital</li><li>5 patients admitted and discharged/transferred in the period.</li></ul><p><strong>Please note, the Reference Data Tables were replaced on 22-3-16. This was to correct an error?identified with the historical figures.? This affected data for?March 2015- January 2016 in tables 2-10 and 14. The February 2016 figures are unaffected by this. </strong></p>"
"2016","1","<p>This report highlights key items identified in the initial 2015 release and shows the data at Local Office level.</p><p>Areas covered in this report are shown below. This report highlights the following key items from the reference tables that accompany this release:</p><p>Reason for being in inpatient care</p><ul><li>Legal status on census day</li><li>Need for inpatient care as per main treatment reason</li><li>Behavioural risks</li></ul><p>Care plan</p><ul><li>Need for inpatient care as per the details of the care plan</li></ul><p>Experience of care</p><ul><li>Use of antipsychotic medication</li><li>Incidents (self-harm, accidents, physical assault, restraint or seclusion)</li></ul><p>Use of independent advocacy</p><ul><li>Independent advocacy usage</li></ul><p>Distance from home and length of stay</p><ul><li>Distance from home by distance bands</li><li>Length of stay by time bands</li></ul><p>Patients receiving care during 2013, 2014 and 2015 census collections</p><ul><li>Approximate rate of discharge</li></ul>"
"2017","1","<div>In December 2015:</div><div>?</div><div><strong>100,088 </strong>referrals were received</div><div>?</div><div>of which <strong>46,620 (46.6 per cent)?</strong>were self-referrals</div><div>?</div><div><strong>71,978 </strong>referrals entered treatment </div><div>?</div><div>for which <strong>25.1</strong> days was the average (mean) waiting time between referral and first treatment appointment</div><div>?</div><div><strong>105,403 </strong>referrals ended</div><div>?</div><div>of which <strong>41,266 (39.2 per cent) </strong>finished a course of treatment</div><div>?</div><div>for which <strong>6.5</strong> was the average (mean) number of attended treatment appointments</div><div>?</div><div>and of which <strong>25,740 (62.4 per cent) </strong>showed reliable improvement</div><div>?</div><div>and <strong>37,808 (91.6 per cent) </strong>started treatment at caseness</div><div>?</div><div>of which <strong>17,512 (46.3 per cent) </strong>moved to recovery</div><div>?</div><div>and <strong>16,645 (44.0 per cent) </strong>showed reliable recovery</div><div>?</div><div>Waiting times for a course of treatment (for those finishing a course of treatment in December 2015):</div><div>?</div><div><strong>34,648 (84.0 per cent) </strong>waited less than 6 weeks to enter treatment</div><div>?</div><div><strong>39,832 (96.5 per cent) </strong>waited less than 18 weeks to enter treatment</div>"
"2018","1","<div><p>For the coverage period 1 April 2014 to 31 March 2015.</p><p><b><img alt='Chart 1' src='http://www.hscic.gov.uk/media/20426/proms-pub20282-chart-1/image/Chart1415.jpg'></b></p><p><b>Participation and Coverage</b></p><ul><li>There have been 267,051 PROMs-eligible procedures carried out in hospitals<sup>1</sup> and 201,569 pre-operative questionnaires returned so far, a headline participation rate of 75.5 per cent (76.2 per cent for 2013-14). </li><li>For the 201,569 pre-operative questionnaires returned, 196,797 post-operative questionnaires were sent out<sup>2</sup>, of which 141,484 have been returned so far - a return rate of 71.9 per cent<sup>3</sup> (73.6 per cent for 2013-14). </li></ul><p><b>Unadjusted Scores<sup></sup></b></p><p>Comparing pre- and post-operative EQ-5D Index scores (a combination of five key criteria concerning patients' self-reported general health), an increase in general health was recorded for:</p><ul><li>49.9 per cent of groin hernia respondents (49.7 per cent for 2013-14) </li><li>88.2 per cent of hip replacement respondents (87.9 per cent for 2013-14) </li><li>80.6 per cent of knee replacement respondents (80.3 per cent for 2013-14) </li><li>51.9 per cent of varicose vein respondents (51.8 per cent for 2013-14) </li></ul><p>Comparing pre- and post-operative EQ-VAS values (the current state of the patient's self-reported general health), an increase in general health was recorded for:</p><ul><li>37.9 per cent of groin hernia respondents (37.3 per cent for 2013-14) </li><li>65.2 per cent of hip replacement respondents (64.2 per cent for 2013-14) </li><li>55.4 per cent of knee replacement respondents (54.6 per cent for 2013-14) </li><li>39.2 per cent of varicose vein respondents (39.9 per cent for 2013-14) </li></ul><p>Comparing pre- and post-operative responses to condition-specific questions, improvements in patients' conditions were recorded for:</p><ul><li>[There is no condition-specific scoring for groin hernia patients.] </li><li>96.4 per cent of hip replacement respondents (96.0 per cent for 2013-14) [Oxford Hip Score] </li><li>93.2 per cent of knee replacement respondents (93.0 per cent for 2013-14) [Oxford Knee Score] </li><li>82.3 per cent of varicose vein respondents (82.9 per cent for 2013-14) [Aberdeen Varicose Vein Questionnaire]</li></ul><hr><p><b>Footnotes</b></p><ol><li>An eligible procedure is counted for each episode in HES in the period in question which has been clinically coded with relevant hip, knee, varicose vein or groin hernia OPCS procedure codes which make it suitable for inclusion in PROMs. Some patients may have undergone more than one PROMs procedure in a single eligible episode, hence there will be more procedures than episodes: this is the case for 46 of the 267,051 procedures.</li><li>Not every pre-operative questionnaire will have a post-operative questionnaire sent out, for various reasons including the cancellation of an operation or the death of the patient.</li><li>This will be an underestimate of the true rate due to the time delay in returning post-operative questionnaires.</li></ol></div>"
"2019","1","<div><p>For the coverage period 1 April 2015 to 30 November 2015.</p><p><b><img alt='Chart 1' src='http://www.hscic.gov.uk/media/20427/proms-pub20283-chart-1/image/Chart1516.jpg'></b></p><p><b>Participation and Coverage</b></p><ul><li>There have been 178,294 PROMs-eligible procedures carried out in hospitals<sup>1</sup> and 132,090 pre-operative questionnaires returned so far, a headline participation rate of 74.1 per cent (76.2 per cent for 2013-14). </li><li>For the 132,090 pre-operative questionnaires returned, 72,740 post-operative questionnaires were sent out<sup>2</sup>, of which 37,360 have been returned so far - a return rate of 51.4 per cent<sup>3</sup> (73.6 per cent for 2013-14). </li></ul><p><b>Unadjusted Scores<sup></sup></b></p><p>Comparing pre- and post-operative 'EQ-5D Index' scores (a combination of five key criteria concerning patients' self-reported general health), an increase in general health was recorded for:</p><ul><li>50.4 per cent of groin hernia respondents (49.7 per cent for 2013-14) </li><li>89.8 per cent of hip replacement respondents (87.9 per cent for 2013-14) </li><li>81.9 per cent of knee replacement respondents (80.3 per cent for 2013-14) </li><li>54.1 per cent of varicose vein respondents (51.8 per cent for 2013-14) </li></ul><p>Comparing pre- and post-operative 'EQ-VAS' values (the current state of the patient's self-reported general health), an increase in general health was recorded for:</p><ul type=disc><li>37.4 per cent of groin hernia respondents (37.3 per cent for 2013-14) </li><li>65.3 per cent of hip replacement respondents (64.2 per cent for 2013-14) </li><li>55.1 per cent of knee replacement respondents (54.6 per cent for 2013-14) </li><li>39.9 per cent of varicose vein respondents (39.9 per cent for 2013-14) </li></ul><p>Comparing pre- and post-operative responses to condition-specific questions, improvements in patients' conditions were recorded for:</p><ul><li>[There is no condition-specific scoring for groin hernia patients.] </li><li>97.3 per cent of hip replacement respondents (96.0 per cent for 2013-14) [Oxford Hip Score] </li><li>94.0 per cent of knee replacement respondents (93.0 per cent for 2013-14) [Oxford Knee Score] </li><li>83.6 per cent of varicose vein respondents (82.9 per cent for 2013-14) [Aberdeen Varicose Vein Questionnaire]</li></ul><hr><p><b>Footnotes</b></p><ol><li>An eligible procedure is counted for each episode in HES in the period in question which has been clinically coded with relevant hip, knee, varicose vein or groin hernia OPCS procedure codes which make it suitable for inclusion in PROMs. Some patients may have undergone more than one PROMs procedure in a single eligible episode, hence there will be more procedures than episodes: this is the case for 43 of the 178,294 procedures.</li><li>Not every pre-operative questionnaire will have a post-operative questionnaire sent out, for various reasons including the cancellation of an operation or the death of the patient.</li><li>This will be an underestimate of the true rate due to the time delay in returning post-operative questionnaires.</li></ol></div>"
"2020","1","<div>This release includes the publication of the following CCG Outcomes Indicator Set (OIS) indicators for the first time:<br>1.12 ?People with serious mental illness who have received the complete list of physical checks<br>1.23?Smoking rates in people with serious mental illness <br>2.3?People with Chronic Obstructive Pulmonary Disease and Medical Research Council Dyspnoea Scale greater than or equal to 3 referred to a pulmonary rehabilitation programme</div><div><br>New data periods have been added for the following existing indicators:<br>1.8?Emergency admissions for alcohol related liver disease<br>1.10?One-year survival from all cancers<br>1.14?Maternal smoking at delivery<br>1.21?All-cause mortality ? 12 months following a first emergency admission to hospital for heart failure in people aged 16 and over<br>1.22?Hip fracture: incidence<br>2.6?Unplanned hospitalisation for chronic ambulatory care sensitive conditions<br>2.7?Unplanned hospitalisation for asthma, diabetes and epilepsy in under 19s<br>2.11a?The percentage of referrals to Improving Access to Psychological Therapies (IAPT) services which indicated a reliable recovery following completion of treatment<br>2.11b?The percentage of referrals to IAPT services which indicated a reliable improvement following completion of treatment<br>2.11c?The percentage of referrals to IAPT services which indicated a reliable deterioration following completion of treatment<br>3.1?Emergency admissions for acute conditions that should not usually require hospital admission<br>3.4?Emergency admissions to hospital of children with lower respiratory tract infections<br>3.14?Alcohol-specific hospital admissions<br>3.15?Emergency alcohol-specific readmission to any hospital within 30 days of discharge following an alcohol-specific admission<br>3.16?Unplanned readmissions to mental health services within 30 days of a mental health inpatient discharge in people aged 17 and over<br>3.17?Percentage of adults in contact with secondary mental health services in Employment<br>5.1?Patient safety incidents<br>5.3?Incidence of Healthcare Associated Infection (HCAI) - Methicillin-resistant Staphylococcus aureus (MRSA)<br>5.4?Incidence of Healthcare Associated Infection (HCAI) ? C. difficile.</div><div>This commentary includes:<br>??Analysis of three new indicators (CCG OIS 1.12, 1.23 and 2.3) <br>??Information on changes to the Mental Health data sets and Maternity data collections which affect the publication of some CCG OIS indicators in the coming year.<br></div>"
"2021","1","<p>A&amp;E HES data contains 1.58 million A&amp;E attendances for December 2015 at all types of A&amp;E. However, A&amp;E HES data are incomplete; 1.70 million A&amp;E attendances were reported in the NHS England Situation Report data collection for the month, and 63 organisations that report data to Situation Reports did not report data to A&amp;E HES; these organisations are mostly lower acuity services such as minor injury units and walk-in centres.</span></p><p><br>? Several organisations reported data that did not meet the data quality checks required by A&amp;E indicators. The 95th percentile and longest single wait information are particularly sensitive to poor data quality, outliers and data definitional issues, which contributes to why some unusually high values may be observed for these measures.</span></p><p><br>? Nationally, 2.9 per cent of attendances at A&amp;E departments were recorded as having left A&amp;E before being seen for treatment, and 7.9 per cent of attendances in A&amp;E in December 2015 were unplanned re-attendances within 7 days of a previous attendance.</span></p><p><br>? The median average time to initial assessment for attendances brought to A&amp;E by ambulance was 6 minutes, with 95 per cent of patients being assessed within 1 hour 30 minutes. For all patients receiving treatment, the median average time to treatment was 56 minutes with 95 per cent of patients receiving treatment within 3 hours 20 minutes.</span></p><br>? The median average total time in A&amp;E for all patients was 2 hours 26 minutes, with 95 per cent of patients departing A&amp;E within 6 hours 33 minutes of arrival.</span> <div></div>"
"2022","1","<div><strong>Monthly HES Data for Admitted Patient Care</strong></div><div><strong></strong>?</div><div>In the year from February 2015 to January 2016 there were:</div><div>?</div><div>? 19.1 million finished consultant episodes (FCEs), 60.3 per cent (11.5 million) of which included at least one </div><div>procedure or intervention, and 6.8 million of which were day cases.</div><div>? 16.1 million finished admission episodes (FAEs), of which 5.7 million were emergency admissions.</div><div><br><strong>Monthly HES Data for Outpatients</strong></div><div><strong></strong>?</div><div>In the year from February 2015 to January 2016 there were:</div><div>?</div><div>? 111.5 million outpatient appointments made, with 88.1 million (79.0 per cent) of these attended by the patient.</div><div>? 7.5 million outpatient appointments not attended by the patient, representing 6.7 per cent of all appointments.</div><div><br><strong>Monthly HES Data for Accident &amp; Emergency</strong></div><div><strong></strong>?</div><div>In the year from February 2015 to January 2016 there were:</div><div>?</div><div>? 20.0 million A&amp;E attendances recorded in A&amp;E HES of which 4.1 million (20.4 per cent) resulted in admission to </div><div>hospital for admitted patient care. 4.0 million (19.9 per cent) resulted in a GP follow up, and 7.5 million (37.5 </div><div>per cent) were discharged with no follow up.</div><div>?</div><div><strong>Admitted Patient Care Data Completeness</strong></div><div><br>The variation between the most recent month?s data is more pronounced when considering clinical (procedures and </div><div>diagnoses) coverage. 6.9 per cent more procedures and 9.1 per cent more diagnoses were coded in the HES data </div><div>submitted to SUS (Month 10) - the extract used for this publication - compared to the HES data submitted to SUS by </div><div>(Month 09) - the extract used for the previous publication. We accordingly recommend extra caution using clinical </div><div>codes for the most recent month's data.</div>"
"2023","1","<div><div>This publication is a full set of quarterly earnings tables?with information for December 2015.? The next publication will be in?June 2016 and will contain data up to?March 2016.</div></div>"
"2024","1","<ul><li>This is the latest publication of a?quarterly series of the Data on written complaints in the NHS.</li><li>This publication does not include GP and Dental complaints which?are collected separately,?on an annual basis, the latest available information is available via the link at the bottom of this page.</li></ul>"
"2025","1","<p>This is a publication covering a wide variety of statistics about the Hospital and Community Health Services (HCHS) workforce using data from the Electronic Staff Record (ESR). The figures do not include data for GPs and practice staff.</p>"
"2026","1","<p><strong>All mental health and learning disability services</strong></p><p>Provisional submissions for January 2016 were received from 78 mental health and learning disability service providers.</p><p>246,428 new referrals into these services took place during January 2016.</p><p>Within these services 1,462,057 referrals were open on 31 January 2016:</p><ul><li>Of these 1,458,279 had a recorded gender, from which 706,914 (48.5%) were male and 751,365 (51.5%) were female</li><li>1,461,014 of these referrals had a recorded age. 208,602 (14.3%) were under the age of 18 and 920,667 (63.0%) were aged 35 or over</li></ul><p>?</p><p><strong>Services for people with a suspected first episode of psychosis</strong></p><p>Of the 246,428 new referrals into services 33,569 (13.6%) had a primary reason for the referral recorded.</p><p>Referrals with a primary reason for referral of a suspected first episode of psychosis were received from 25 mental health service providers.</p><p>802 new referrals for a suspected first episode of psychosis were received into these services during January 2016.</p><p>80 of these referrals entered treatment during January 2016. Of which 74 (92.5%) entered treatment within two weeks of referral and?six (7.5%) waited more than two weeks to enter treatment.</p><p>329 of these referrals were waiting to enter treatment on 31 January 2016. Of these 122 had been waiting more than two weeks to enter treatment from the date they were originally referred. The remaining 207 were waiting two weeks or less on 31 January and so it is too early to determine if the access and waiting time standard has been exceeded.</p>"
"2027","1","<p>?</p><p>?</p>"
"2029","1","<div>This report contains key information based on the submissions that have been made by providers and will focus on data relating to activity that occurred in November 2015.<br></div><ul><li>For November 2015 data, 85 providers successfully submitted data for the MSDS. This compares with 141 providers submitting data in HES for 2014-15. We are working closely with providers who did not respond and expect coverage and data quality to increase over time.</li><li>The average age of a woman attending a booking appointment was 29 years. The average age varied by commissioning region from 29 years in the North of England Commissioning Region to 31 years in the London Commissioning Region.</li><li>Women under the age of 20 accounted for 4.1 per cent of all women with a recorded age. The highest proportion of these pregnancies occurred in the North of England Commissioning Region, where 5.0 per cent of women were under the age of 20.</li><li>The percentage of women attending antenatal appointments with a recorded height and weight that were obese (with a Body Mass Index (BMI) over 30) was 21 per cent. Those who were underweight (BMI less than 18.5), accounted for 7 per cent of women attending booking appointments with a recorded booking appointment.</li><li>At the time of their booking appointment, 12 per cent of women with a recorded smoking status were smokers, and 77 per cent were non-smokers.</li><li>The percentage of women with a recorded number (between 0 and 20) of previous births and caesarean sections that had not given birth before was 43 per cent. Women who had given birth before, but had never had a caesarean section accounted for 44 per cent of all the women attending booking appointments. The percentage of women that had had at least one previous caesarean section was 13 per cent.</li></ul>"
"2030","1","<div><p class=MsoListParagraph style='margin:0cm 0cm 0pt 17.85pt;line-height:150%;text-indent:-17.85pt'><span style='font-size:9pt;font-family:Symbol;color:black;line-height:150%'><span>?<span style='font:7pt &quot;Times New Roman&quot;'>???????? </span></span></span><span style='font-size:9pt;color:black;line-height:150%'><font face=Arial>It was feasible to collect data on insulin pump use as part of the NDA, however further investigation and communication is needed with insulin pump submitters to understand how the process can be improved for future years. </font></span></p><p class=MsoListParagraph style='margin:0cm 0cm 0pt 17.85pt;line-height:150%;text-indent:-17.85pt'><span style='font-size:9pt;font-family:Symbol;color:black;line-height:150%'><span>?<span style='font:7pt &quot;Times New Roman&quot;'>???????? </span></span></span><span style='font-size:9pt;color:black;line-height:150%'><font face=Arial>Either people with Type 1 diabetes are being incorrectly classified as Type 2 or a substantial number of people with Type 2 diabetes are being treated with insulin pumps outside the NICE guidance.</font></span></p><p class=MsoListParagraph style='margin:0cm 0cm 0pt 17.85pt;line-height:150%;text-indent:-17.85pt'><span style='font-size:9pt;font-family:Symbol;color:black;line-height:150%'><span>?<span style='font:7pt &quot;Times New Roman&quot;'>???????? </span></span></span><span style='font-size:9pt;color:black;line-height:150%'><font face=Arial>The reason for starting pump treatment was not completed in a large number of records. Similarly there were frequent gaps in the records of whether treatment goals had been attained. Among those with complete records a slightly higher proportion had started CSII due to problematic hypoglycaemia than to improve glucose control.</font></span></p><p class=MsoListParagraph style='margin:0cm 0cm 0pt 17.85pt;line-height:150%;text-indent:-17.85pt'><span style='font-size:9pt;font-family:Symbol;color:black;line-height:150%'><span>?<span style='font:7pt &quot;Times New Roman&quot;'>???????? </span></span></span><span style='font-size:9pt;color:black;line-height:150%'><font face=Arial>The composite measure of attaining all three NICE treatment targets (HbA1c &lt;58mmol/mol, BP &lt;140/80, total cholesterol &lt;5mmol/l) is more likely to be achieved by people with Type 1 diabetes on insulin pumps than those not on a pump.</font></span></p><p class=MsoListParagraph style='margin:0cm 0cm 0pt 17.85pt;line-height:150%;text-indent:-17.85pt'><span style='font-size:9pt;font-family:Symbol;color:black;line-height:150%'><span>?<span style='font:7pt &quot;Times New Roman&quot;'>???????? </span></span></span><span style='font-size:9pt;color:black;line-height:150%'><font face=Arial>Overall the data shows that pumps may be helping people with diabetes to control their long term blood sugar levels.</font></span></p><p class=MsoListParagraph style='margin:0cm 0cm 0pt 17.85pt'><span style='font-size:9pt;color:black'><font face=Arial></font></span>?</p><p class=MsoNormal style='margin:12pt 0cm;line-height:16.8pt'><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'></span>?</p><p class=MsoNormal style='margin:12pt 0cm;line-height:16.8pt'><b><span style='font-size:9pt;font-family:'Arial','sans-serif';color:black'>Recommendations</span></b></p><p class=MsoListParagraph style='margin:0cm 0cm 0pt 21.25pt;line-height:150%;text-indent:-17.85pt'><span style='font-size:9pt;font-family:Symbol;color:black;line-height:150%'><span>?<span style='font:7pt &quot;Times New Roman&quot;'>???????? </span></span></span><span style='font-size:9pt;color:black;line-height:150%'><font face=Arial>The National Insulin Pump Audit should be collected again for 2015-2016. HSCIC should work with insulin pump services to help improve the submission process</font></span></p><p class=MsoListParagraph style='margin:0cm 0cm 0pt 21.25pt;line-height:150%;text-indent:-17.85pt'><span style='font-size:9pt;font-family:Symbol;color:black;line-height:150%'><span>?<span style='font:7pt &quot;Times New Roman&quot;'>???????? </span></span></span><span style='font-size:9pt;color:black;line-height:150%'><font face=Arial>HSCIC should review the data items collected and to look at collecting information about individual treatment targets</font></span></p><p class=MsoListParagraph style='margin:0cm 0cm 0pt 21.25pt;line-height:150%;text-indent:-17.85pt'><span style='font-size:9pt;font-family:Symbol;color:black;line-height:150%'><span>?<span style='font:7pt &quot;Times New Roman&quot;'>???????? </span></span></span><span style='font-size:9pt;color:black;line-height:150%'><font face=Arial>Services submitting data to the pump audit should ensure that they are also participating in the full NDA</font></span></p></div>"
