"PHEC_result_ID","PHEC_keywords_ID","keywords"
"1495","60","Adult Inpatient Survey"
"1495","61","Out patient attendance"
"1495","62","Breaks"
"1495","63","Kidney diseases"
"1496","1","NHS staff"
"1496","2","Workforce"
"1496","3","Ambulance staff"
"1496","4","HCHS staff"
"1496","5","Consultants"
"1496","6","Non-medical staff"
"1496","7","Workforce turnover"
"1496","8","Midwives"
"1496","9","Joiners"
"1496","10","Leavers"
"1496","11","Health visitors"
"1496","12","medical and dental staff"
"1496","13","monthly NHS workforce"
"1496","14","doctors in training"
"1496","15","Qualified nurses"
"1496","16","ST&T staff"
"1496","17","School nurses"
"1496","18","support to clinical staff"
"1496","19","NHS Infrastructure staff"
"1496","20","managers"
"1496","21","Locums"
"1497","1","Mental health care"
"1497","2","Behavioural and mental health conditions"
"1497","3","Depression"
"1497","4","Mental health services"
"1497","5","Anxiety"
"1497","6","IAPT"
"1497","7","PHQ 9"
"1497","8","Post-traumatic stress disorder"
"1497","9","Mental health"
"1497","10","Depressive disorder"
"1497","11","Depressive state"
"1497","12","Counselling"
"1497","13","GAD 7"
"1497","14","Improving access to physcological therapies"
"1498","1","Investment"
"1498","2","England"
"1498","3","Wales"
"1498","4","Scotland"
"1498","5","general practice"
"1498","6","Northern Ireland"
"1498","7","UK"
"1498","8","GP"
"1498","9","2013/14"
"1499","1","Financial planning"
"1499","2","Budgets"
"1499","3","Outlay"
"1499","4","Spending"
"1499","5","Outgo"
"1499","6","PSS"
"1499","7","expenditure"
"1499","8","Direct payment"
"1499","9","PSS-EX1"
"1499","10","provisional"
"1500","1","Dentistry"
"1500","2","Orthodontic activity"
"1500","3","Dentist's earnings"
"1500","4","GDS"
"1500","5","General Dental Services"
"1500","6","NHS"
"1500","7","NASDAL"
"1500","8","Self-employed"
"1500","9","HMRC"
"1500","10","Self-assessment"
"1500","11","DWG"
"1500","12","BDA"
"1500","13","Average"
"1500","14","NHSNSS"
"1500","15","Dentists earnings"
"1501","1","General practitioners"
"1501","2","GP wages"
"1501","3","GP wage"
"1501","4","GP salary"
"1501","5","Practice management"
"1501","6","Earnings"
"1501","7","GP Earnings and Expenses"
"1501","8","EEQ"
"1502","1","Dentistry"
"1502","2","Dentists"
"1502","3","Survey"
"1502","4","GDS"
"1502","5","NHS"
"1502","6","DWG"
"1502","7","Working Hours"
"1502","8","Working Patterns"
"1502","9","Hours"
"1502","10","2012-13"
"1502","11","2013-14"
"1503","1","GPs"
"1503","2","England"
"1503","3","GMS"
"1503","4","Dispensing"
"1503","5","Feescale"
"1504","1","PROMs"
"1504","2","Elective surgery"
"1504","3","Hip replacement"
"1504","4","Knee replacement"
"1504","5","groin hernia surgery"
"1504","6","Varicose vein surgery"
"1505","1","PROMs"
"1505","2","Elective surgery"
"1505","3","Hip replacement"
"1505","4","Knee replacement"
"1505","5","groin hernia surgery"
"1505","6","Varicose vein surgery"
"1506","1","Communicable diseases"
"1506","2","Vaccination"
"1506","3","child health"
"1506","4","Childhood immunisations"
"1506","5","Diphtheria"
"1506","6","Tetanus"
"1506","7","Pertussis"
"1506","8","Polio"
"1506","9","MenC"
"1506","10","Measles"
"1506","11","Mumps"
"1506","12","Rubella"
"1506","13","MMR"
"1506","14","DTaP"
"1506","15","Tuberculosis"
"1506","16","BCG vaccine"
"1506","17","PCV"
"1506","18","Meningococcal group C"
"1506","19","IPV"
"1506","20","dtap/IPV/Hib"
"1506","21","Dtap/IPV"
"1506","22","Td/IPV"
"1506","23","Hib"
"1506","24","booster"
"1506","25","Haemophilus influenza"
"1506","26","Pneumococcal meningitis"
"1506","27","Whooping cough"
"1506","28","Immunisations"
"1506","29","meningitis C"
"1506","30","Tuberculin"
"1506","31","Hepatitis B"
"1506","32","Mantoux"
"1506","33","HPV"
"1506","34","Human Papillomavirus"
"1506","35","Flu"
"1507","1","Workforce earnings"
"1507","2","NHS staff"
"1507","3","NHS staff earnings"
"1507","4","Earnings"
"1508","1","Diabetes mellitus"
"1508","2","Maturity Onset Diabetes of the Young"
"1508","3","MODY"
"1508","4","Type 1 diabetes"
"1508","5","Type 2 diabetes"
"1508","6","National service framework for diabetes"
"1509","1","Diabetes mellitus"
"1509","2","MODY"
"1509","3","Type 1 diabetes"
"1509","4","Type 2 diabetes"
"1509","5","National service framework for diabetes"
"1510","1","Diabetes mellitus"
"1510","2","Maturity Onset Diabetes of the Young"
"1510","3","MODY"
"1510","4","Type 1 diabetes"
"1510","5","Type 2 diabetes"
"1510","6","National service framework for diabetes"
"1511","1","Diabetes mellitus"
"1511","2","Maturity Onset Diabetes of the Young"
"1511","3","MODY"
"1511","4","Type 1 diabetes"
"1511","5","Type 2 diabetes"
"1511","6","National service framework for diabetes"
"1512","1","Diabetes mellitus"
"1512","2","Maturity Onset Diabetes of the Young"
"1512","3","MODY"
"1512","4","Type 1 diabetes"
"1512","5","Type 2 diabetes"
"1512","6","National service framework for diabetes"
"1513","1","Diabetes mellitus"
"1513","2","Maturity Onset Diabetes of the Young"
"1513","3","MODY"
"1513","4","Type 1 diabetes"
"1513","5","Type 2 diabetes"
"1513","6","National service framework for diabetes"
"1514","1","Diabetes mellitus"
"1514","2","Maturity Onset Diabetes of the Young"
"1514","3","MODY"
"1514","4","Type 1 diabetes"
"1514","5","Type 2 diabetes"
"1514","6","National service framework for diabetes"
"1515","1","Diabetes mellitus"
"1515","2","Maturity Onset Diabetes of the Young"
"1515","3","MODY"
"1515","4","Type 1 diabetes"
"1515","5","Type 2 diabetes"
"1515","6","National service framework for diabetes"
"1516","1","Accident and emergency services"
"1516","2","A&E"
"1516","3","4 hour wait"
"1516","4","Accidents"
"1516","5","Injuries"
"1516","6","Hospital Episode Statistics. Hospital episodes"
"1517","1","Smoking"
"1517","2","Smoking cessation"
"1517","3","Stop-smoking services"
"1517","4","Nicotine addiction"
"1517","5","NHS Stop Smoking Services"
"1517","6","tobacco"
"1517","7","affordability of tobacco"
"1517","8","smoking in children"
"1517","9","smoking consumption"
"1517","10","attitudes to smoking"
"1517","11","prescriptions for smoking"
"1517","12","smoking ban"
"1517","13","smokefree legislation"
"1517","14","costs of smoking"
"1517","15","smoking-related hospital admissions"
"1517","16","smoking-related deaths"
"1517","17","stop smoking"
"1517","18","Health Survey for England"
"1517","19","Drinking and Drug Use Among Young People"
"1518","1","Accident and emergency services"
"1518","2","A&E"
"1518","3","Admitted patients"
"1518","4","Emergency admissions"
"1518","5","Hospital Episode Statistics"
"1518","6","Admitted Patient Care"
"1518","7","Inpatients"
"1518","8","Outpatient attendance"
"1518","9","Outpatients"
"1518","10","Hospital episodes"
"1518","11","Intentional Self Harm"
"1519","1","Drugs"
"1519","2","medicines"
"1519","3","NICE Technology Appraisals"
"1519","4","Innovation Scorecard"
"1519","5","Innovation Health and Wealth"
"1519","6","medical technologies"
"1520","1","Mental illness"
"1520","2","MHMDS"
"1520","3","Mental Health Act"
"1520","4","Currencies and Payment"
"1521","1","Mental illness"
"1521","2","Depression"
"1521","3","Anxiety"
"1521","4","IAPT"
"1521","5","PHQ 9"
"1521","6","GAD 7"
"1521","7","Data quality"
"1522","1","prescribing"
"1522","2","general practice"
"1523","1","Quality Outcomes Framework; QOF; dementia"
"1524","1","Accident and emergency services"
"1524","2","Access to services"
"1524","3","Mental health care"
"1524","4","A&E"
"1524","5","Admitted patients"
"1524","6","Mental health admissions"
"1524","7","Hospital Episode Statistics"
"1524","8","Outpatient attendance"
"1524","9","Outpatients"
"1524","10","MHMDS"
"1524","11","Hospital episodes"
"1524","12","Mental Health Minimum Dataset"
"1524","13","Data Linkage"
"1524","14","Out patient attendance"
"1524","15","HES-MHMDS"
"1525","1","Diabetes"
"1525","2","Participation"
"1526","1","Vulnerable people"
"1526","2","Deprivation of Liberty Safeguards"
"1526","3","Mental health and behavioural specialists"
"1526","4","Mental Health Act"
"1526","5","Mental health"
"1526","6","Vulnerable adults"
"1526","7","Attention Deficit Hyperactivity Disorder"
"1526","8","Depressive disorder"
"1528","1","Nutrition"
"1528","2","QOF"
"1528","3","Thrombosis"
"1528","4","Avoidable death"
"1528","5","Pressure ulcers"
"1528","6","Bedsores"
"1528","7","VTE"
"1528","8","Blood clots"
"1528","9","Urinary tract infection"
"1528","10","UTI"
"1528","11","Catheters"
"1528","12","Harm free care"
"1528","13","Venous thromboembolism"
"1529","1","Diabetes mellitus"
"1529","2","Type 1 diabetes"
"1529","3","Type 2 diabetes"
"1530","1","Nutrition"
"1530","2","QOF"
"1530","3","Thrombosis"
"1530","4","Avoidable death"
"1530","5","Pressure ulcers"
"1530","6","Bedsores"
"1530","7","VTE"
"1530","8","Blood clots"
"1530","9","Urinary tract infection"
"1530","10","UTI"
"1530","11","Catheters"
"1530","12","Harm free care"
"1530","13","Venous thromboembolism"
"1531","1","NHS staff"
"1531","2","Workforce"
"1531","3","Ambulance staff"
"1531","4","HCHS staff"
"1531","5","Consultants"
"1531","6","Non-medical staff"
"1531","7","Workforce turnover"
"1531","8","Midwives"
"1531","9","Joiners"
"1531","10","Leavers"
"1531","11","Health visitors"
"1531","12","medical and dental staff"
"1531","13","monthly NHS workforce"
"1531","14","doctors in training"
"1531","15","Qualified nurses"
"1531","16","ST&T staff"
"1531","17","School nurses"
"1531","18","support to clinical staff"
"1531","19","NHS Infrastructure staff"
"1531","20","managers"
"1531","21","redundancy"
"1531","22","Locums"
"1532","1","GP patients"
"1532","2","GP list"
"1532","3","GP Practice list"
"1532","4","GP practice"
"1532","5","CCG"
"1532","6","NHS England Area Team"
"1532","7","NHS England Region"
"1532","8","Clinical Commissioning Group"
"1532","9","LSOA"
"1533","1","Safeguarding Vulnerable Adults"
"1533","2","Safeguarding"
"1533","3","Assessments"
"1533","4","Vulnerable adults"
"1533","5","Abuse of vulnerable adults"
"1533","6","harm"
"1533","7","abuse"
"1533","8","sar"
"1533","9","risk"
"1533","10","adults at risk"
"1534","1","Depression"
"1534","2","Anxiety"
"1534","3","IAPT"
"1534","4","PHQ 9"
"1534","5","GAD 7"
"1535","1","Workforce earnings"
"1535","2","NHS staff"
"1535","3","NHS staff earnings"
"1535","4","Earnings"
"1536","1","Staff absence"
"1536","2","Workforce management"
"1536","3","NHS staff"
"1536","4","Sick days"
"1536","5","sick"
"1536","6","FTE days available"
"1536","7","FTE days lost"
"1536","8","sickness absence"
"1536","9","absence rate"
"1537","1","QOF; quality outcomes framework; dementia"
"1538","1","Mortality"
"1538","2","SHMI"
"1538","3","Indicators"
"1538","4","Deaths"
"1540","1","PROMs"
"1540","2","Elective surgery"
"1540","3","Hip replacement"
"1540","4","Knee replacement"
"1540","5","groin hernia surgery"
"1540","6","Varicose vein surgery"
"1541","1","PROMs"
"1541","2","Elective surgery"
"1541","3","Hip replacement"
"1541","4","Knee replacement"
"1541","5","groin hernia surgery"
"1541","6","Varicose vein surgery"
"1542","1","MHMDS"
"1542","2","Mental Health Act"
"1542","3","Currencies and Payment"
"1543","1","Smoking"
"1543","2","Smoking cessation"
"1543","3","Stop-smoking services"
"1543","4","Smoking cessation services"
"1543","5","Stop-smoking medication"
"1543","6","Nicotine addiction"
"1543","7","Nicotine replacement therapy"
"1543","8","Varenicline"
"1543","9","Champix"
"1543","10","Bupropion"
"1543","11","Zyban"
"1543","12","NHS Stop Smoking Services"
"1543","13","NRT"
"1543","14","successful quitters"
"1543","15","CO monitoring"
"1543","16","CO validation"
"1543","17","carbon monoxide"
"1543","18","smoking during pregnancy"
"1543","19","stop smoking expenditure"
"1543","20","stop smoking treatments"
"1543","21","4 week follow-up"
"1543","22","Nicotine containing products"
"1544","1","Contraceptives"
"1544","2","Family planning"
"1544","3","sterilisation"
"1544","4","Advice on birth control"
"1544","5","Advice on contraception"
"1544","6","Birth control advice"
"1544","7","Birth control information"
"1544","8","Contraception information"
"1544","9","Contraception awareness"
"1545","1","QOF; Quality; Outcomes; Framework; GPs; CQRS; GPES"
"1546","1","Data quality"
"1546","2","Data standards"
"1546","3","Quality assurance"
"1546","4","Data"
"1546","5","Quality"
"1546","6","Assurance"
"1546","7","Data management"
"1546","8","Accuracy"
"1546","9","Validity"
"1546","10","Assessment"
"1546","11","Francis"
"1546","12","Caldicott"
"1546","13","Submission"
"1546","14","Collection"
"1546","15","Reporting"
"1546","16","Audit"
"1547","1","prescribing"
"1547","2","general practice"
"1548","1","Workforce earnings"
"1548","2","NHS staff"
"1548","3","NHS staff earnings"
"1548","4","Earnings"
"1549","1","NHS staff"
"1549","2","Workforce"
"1549","3","Ambulance staff"
"1549","4","HCHS staff"
"1549","5","Consultants"
"1549","6","Non-medical staff"
"1549","7","Workforce turnover"
"1549","8","Midwives"
"1549","9","Joiners"
"1549","10","Leavers"
"1549","11","Health visitors"
"1549","12","medical and dental staff"
"1549","13","monthly NHS workforce"
"1549","14","doctors in training"
"1549","15","Qualified nurses"
"1549","16","ST&T staff"
"1549","17","School nurses"
"1549","18","support to clinical staff"
"1549","19","NHS Infrastructure staff"
"1549","20","managers"
"1549","21","Turnover rate"
"1549","22","Locums"
"1550","1","Community Treatment Orders"
"1550","2","Approved mental health professionals"
"1550","3","Compulsory detention"
"1550","4","Codes of practice"
"1550","5","Deprivation of Liberty Safeguards"
"1550","6","Behavioural and mental health conditions"
"1550","7","Place of safety order"
"1550","8","Supervised Community Treatment"
"1550","9","2005 Mental Capacity Act"
"1550","10","Mental Capacity Act 2005"
"1550","11","Mental health admissions"
"1550","12","Mental Health Act 1983"
"1550","13","Mental illness"
"1550","14","Place of safety orders"
"1550","15","KP90"
"1550","16","Mental health services"
"1550","17","MHMDS"
"1550","18","Mental Health Act"
"1550","19","MHA"
"1550","20","Mental health"
"1550","21","Data quality"
"1550","22","Quality assurance"
"1550","23","1983 Mental Health Act"
"1550","24","MHA 1983"
"1550","25","Mental Health Act 2005"
"1550","26","Mental Health Minimum Dataset"
"1550","27","Detentions in hospital"
"1551","1","PROMs"
"1551","2","Elective surgery"
"1551","3","Hip replacement"
"1551","4","Knee replacement"
"1551","5","groin hernia surgery"
"1551","6","Varicose vein surgery"
"1552","1","Mental health care"
"1552","2","Deprivation of Liberty Safeguards"
"1552","3","Mental Capacity Act 2005"
"1552","4","Mental health"
"1552","5","Vulnerable adults"
"1553","1","Nutrition"
"1553","2","QOF"
"1553","3","Thrombosis"
"1553","4","Avoidable death"
"1553","5","Pressure ulcers"
"1553","6","Bedsores"
"1553","7","VTE"
"1553","8","Blood clots"
"1553","9","Urinary tract infection"
"1553","10","UTI"
"1553","11","Catheters"
"1553","12","Harm free care"
"1553","13","Venous thromboembolism"
"1554","1","Nutrition"
"1554","2","QOF"
"1554","3","Thrombosis"
"1554","4","Avoidable death"
"1554","5","Pressure ulcers"
"1554","6","Bedsores"
"1554","7","VTE"
"1554","8","Blood clots"
"1554","9","Urinary tract infection"
"1554","10","UTI"
"1554","11","Catheters"
"1554","12","Harm free care"
"1554","13","Venous thromboembolism"
"1556","1","NICE appraised medicines"
"1556","2","Hospital prescribing"
"1556","3","Area Team"
"1557","1","Dentistry"
"1557","2","Dental activity"
"1557","3","Dental"
"1557","4","CoT"
"1557","5","UDA"
"1558","1","Staff absence"
"1558","2","Workforce management"
"1558","3","NHS staff"
"1558","4","Sick days"
"1558","5","sick"
"1558","6","FTE days available"
"1558","7","FTE days lost"
"1558","8","sickness absence"
"1558","9","absence rate"
"1559","1","Accident and emergency services"
"1559","2","Mental health care"
"1559","3","Learning disability services"
"1559","4","Mortality"
"1559","5","Fractures"
"1559","6","A&E"
"1559","7","CHD"
"1559","8","In patients"
"1559","9","Admitted patients"
"1559","10","Learning disabilities"
"1559","11","PROMs"
"1559","12","Diabetes mellitus"
"1559","13","Cancer of the breast"
"1559","14","Cancer of the lungs"
"1559","15","Behavioural and mental health conditions"
"1559","16","Learning disability"
"1559","17","National service framework for diabetes"
"1559","18","Colorectal cancer"
"1559","19","Accidents"
"1559","20","Emergency admissions"
"1559","21","Hospital Episode Statistics"
"1559","22","Admitted Patient Care"
"1559","23","Inpatients"
"1559","24","Outpatient attendance"
"1559","25","Outpatients"
"1559","26","Cardiac arrest"
"1559","27","Heart failure"
"1559","28","Breast cancer"
"1559","29","Emergency readmissions"
"1559","30","Elective surgery"
"1559","31","Hip replacement"
"1559","32","Knee replacement"
"1559","33","Hip fracture"
"1559","34","Mental health"
"1559","35","Cardiovascular disease"
"1559","36","Hospital episodes"
"1559","37","Admitting patients again"
"1559","38","Re admittance"
"1559","39","Re-admissions"
"1559","40","Cardiac failure"
"1559","41","Coronary heart disease"
"1559","42","Avoidable death"
"1559","43","Breathing disorders"
"1559","44","Cardiovascular diseases and disorders"
"1559","45","Respiratory system"
"1559","46","NHS Outcomes Framework"
"1559","47","NHS Outcomes Framework indicators"
"1559","48","groin hernia surgery"
"1559","49","Epileptic"
"1559","50","Maternal mortality"
"1559","51","Varicose vein surgery"
"1559","52","Deaths"
"1559","53","Varicose vien surgery"
"1559","54","Coronary disease"
"1559","55","Re admissions"
"1559","56","Re-admittance"
"1559","57","Readmittance"
"1559","58","Mental Health Minimum Dataset"
"1559","59","Mental health community activity"
"1559","60","Adult Inpatient Survey"
"1559","61","Out patient attendance"
"1559","62","Kidney diseases"
"1560","1","Community pharmacies"
"1560","2","community pharmacy contractors"
"1560","3","community pharmacy dispensing activity"
"1560","4","community pharmacy openings and closures"
"1560","5","Essential Small Pharmacies Local Pharmaceutical services schemes"
"1560","6","ESPLPS"
"1560","7","Local Pharmaceutical Schemes"
"1560","8","LPS"
"1560","9","local enhanced services"
"1560","10","medicine use review"
"1560","11","MUR"
"1560","12","community pharmacy applications"
"1560","13","Exempt category pharmacies"
"1560","14","Appliance contractors"
"1560","15","AUR"
"1560","16","Appliance Use Review"
"1560","17","SAC"
"1560","18","Stoma Appliance Customisation"
"1560","19","LES"
"1560","20","NMS"
"1560","21","New Medicine Service"
"1561","1","MHMDS"
"1561","2","Mental Health Act"
"1561","3","Currencies and Payment"
"1562","1","PROMs"
"1562","2","Elective surgery"
"1562","3","Hip replacement"
"1562","4","Knee replacement"
"1562","5","groin hernia surgery"
"1562","6","Varicose vein surgery"
"1564","1","Drug use"
"1564","2","Hospital episodes"
"1564","3","Drug abuse"
"1564","4","Drug addiction"
"1564","5","Drug misuse"
"1564","6","Drug treatment centres"
"1564","7","Drug treatments"
"1565","1","Depression"
"1565","2","Anxiety"
"1565","3","IAPT"
"1565","4","PHQ 9"
"1565","5","GAD 7"
"1565","6","Data quality"
"1566","1","QOF; quality outcomes framework; dementia"
"1567","1","Pathology"
"1567","2","Cervical cancer"
"1567","3","Cervical screening"
"1567","4","Smear tests"
"1567","5","KC53"
"1567","6","KC61"
"1567","7","KC65"
"1567","8","Cancer"
"1567","9","cervical screening programme"
"1567","10","coverage"
"1567","11","colposcopy"
"1567","12","abnormalities"
"1567","13","call"
"1567","14","recall"
"1567","15","cervix"
"1567","16","liquid based cytology"
"1567","17","outcomes"
"1567","18","samples"
"1567","19","25-64"
"1567","20","dyskaryosis"
"1567","21","CIN"
"1567","22","Test of Cure"
"1567","23","human papilloma virus"
"1567","24","HPV testing"
"1568","1","Length of stay"
"1568","2","MHMDS"
"1568","3","Mental Health Act"
"1568","4","CROMs"
"1569","1","Accident and emergency services"
"1569","2","A&E"
"1569","3","4 hour wait"
"1569","4","Accidents"
"1569","5","Injuries"
"1569","6","Hospital Episode Statistics. Hospital episodes"
"1570","1","Female Genital Mutilation"
"1570","2","FGM"
"1571","1","Chemotherapy"
"1571","2","Surgery"
"1571","3","Cancer of the lungs"
"1571","4","Carcinoma"
"1571","5","Surgical resection"
"1571","6","Respiratory system cancer"
"1571","7","Lungs"
"1571","8","Tumour"
"1572","1","Chemotherapy"
"1572","2","Radiotherapy"
"1572","3","Surgery"
"1572","4","Surgical resection"
"1572","5","O-G cancer"
"1572","6","Oesophageal cancer"
"1572","7","Tumour"
"1573","1","Chemotherapy"
"1573","2","Radiotherapy"
"1573","3","Surgery"
"1573","4","Colorectal cancer"
"1573","5","Carcinoma"
"1573","6","Surgical resection"
"1573","7","Tumour"
"1573","8","Open data"
"1574","1","prescribing"
"1574","2","general practice"
"1575","1","Accident and emergency services"
"1575","2","A&E"
"1575","3","4 hour wait"
"1575","4","Accidents"
"1575","5","Injuries"
"1575","6","Hospital Episode Statistics. Hospital episodes"
"1576","1","Accident and emergency services"
"1576","2","A&E"
"1576","3","Admitted patients"
"1576","4","Emergency admissions"
"1576","5","Hospital Episode Statistics"
"1576","6","Admitted Patient Care"
"1576","7","Inpatients"
"1576","8","Outpatient attendance"
"1576","9","Outpatients"
"1576","10","Hospital episodes"
"1576","11","Intentional Self Harm"
"1577","1","prescribing"
"1577","2","Items"
"1577","3","Net Ingredient Cost"
"1577","4","Actual Costs"
"1577","5","Primary Care Trust"
"1577","6","Clinical Commissioning Group"
"1578","1","Obesity"
"1578","2","Healthy eating"
"1578","3","Diet"
"1578","4","Exercise"
"1578","5","Health promotion"
"1579","1","Obesity"
"1579","2","Smoking"
"1579","3","Body mass index"
"1579","4","Weight"
"1579","5","Healthy weight"
"1579","6","Fruit and vegetables"
"1579","7","Lifestyle behaviours"
"1579","8","Socioeconomic determinants"
"1579","9","Waist circumference"
"1579","10","Health Survey for England"
"1579","11","eye"
"1579","12","prescribed medicines"
"1580","1","Hypertension"
"1580","2","Obesity"
"1580","3","Smoking"
"1580","4","Healthy eating"
"1580","5","Body mass index"
"1580","6","Weight"
"1580","7","CHD"
"1580","8","Alcohol"
"1580","9","Diabetes"
"1580","10","Overweight"
"1580","11","Underweight"
"1580","12","Blood pressure"
"1580","13","Ischaemic heart disease"
"1580","14","children"
"1580","15","Fruit and vegetables"
"1580","16","Physical activity"
"1580","17","General health"
"1580","18","Longstanding illness"
"1580","19","High blood pressure"
"1580","20","Lifestyle behaviours"
"1580","21","well-being"
"1580","22","stroke"
"1580","23","Waist circumference"
"1580","24","Height"
"1580","25","WEMWBS"
"1580","26","Health Survey for England"
"1580","27","Acute sickness"
"1581","1","Accident and emergency services"
"1581","2","A&E"
"1581","3","Admitted patients"
"1581","4","Emergency admissions"
"1581","5","Hospital Episode Statistics"
"1581","6","Admitted Patient Care"
"1581","7","Inpatients"
"1581","8","Outpatient attendance"
"1581","9","Outpatients"
"1581","10","Hospital episodes"
"1581","11","Intentional Self Harm"
"1582","1","Financial planning"
"1582","2","Budgets"
"1582","3","Financial resources"
"1582","4","PSSEX1"
"1582","5","Outlay"
"1582","6","Spending"
"1582","7","Outgo"
"1582","8","PSS"
"1582","9","expenditure"
"1582","10","Direct payment"
"1582","11","social care"
"1582","12","PSS-EX1"
"1582","13","final"
"1583","1","Nutrition"
"1583","2","QOF"
"1583","3","Thrombosis"
"1583","4","Avoidable death"
"1583","5","Pressure ulcers"
"1583","6","Bedsores"
"1583","7","VTE"
"1583","8","Blood clots"
"1583","9","Urinary tract infection"
"1583","10","UTI"
"1583","11","Catheters"
"1583","12","Harm free care"
"1583","13","Venous thromboembolism"
"1584","1","Nutrition"
"1584","2","QOF"
"1584","3","Thrombosis"
"1584","4","Avoidable death"
"1584","5","Pressure ulcers"
"1584","6","Bedsores"
"1584","7","VTE"
"1584","8","Blood clots"
"1584","9","Urinary tract infection"
"1584","10","UTI"
"1584","11","Catheters"
"1584","12","Harm free care"
"1584","13","Venous thromboembolism"
"1585","1","Accident and emergency services"
"1585","2","Access to services"
"1585","3","Mental health care"
"1585","4","A&E"
"1585","5","Admitted patients"
"1585","6","Mental health admissions"
"1585","7","Hospital Episode Statistics"
"1585","8","Outpatient attendance"
"1585","9","Outpatients"
"1585","10","MHMDS"
"1585","11","Hospital episodes"
"1585","12","Mental Health Minimum Dataset"
"1585","13","Data Linkage"
"1585","14","Out patient attendance"
"1585","15","HES-MHMDS"
"1586","1","Access to services"
"1586","2","Residential care"
"1586","3","Carers"
"1586","4","Referrals"
"1586","5","Assessments"
"1586","6","Packages of Care"
"1586","7","Community services"
"1587","1","Accident and emergency services"
"1587","2","A&E"
"1587","3","Admitted patients"
"1587","4","Hospital Episode Statistics"
"1587","5","Admitted Patient Care"
"1587","6","Inpatients"
"1587","7","Outpatient attendance"
"1587","8","Outpatients"
"1587","9","Hospital episodes"
"1587","10","Data Linkage"
"1587","11","Diagnostic imaging"
"1587","12","Scans"
"1587","13","Diagnostic imaging data set"
"1588","1","Carers"
"1588","2","CASSR"
"1588","3","Social services"
"1588","4","Social care expenditure"
"1588","5","outcomes"
"1588","6","Preventing premature death"
"1588","7","ascof"
"1588","8","User Survey"
"1589","1","Survey"
"1589","2","ascof"
"1589","3","ascs"
"1589","4","User Experience"
"1590","1","Workforce earnings"
"1590","2","NHS staff"
"1590","3","NHS staff earnings"
"1590","4","Earnings"
"1590","5","NHS pay"
"1590","6","NHS salaries"
"1590","7","NHS basic pay"
"1590","8","basic pay"
"1590","9","NHS total earnings"
"1590","10","total earnings"
"1590","11","NHS earnings"
"1590","12","average salary"
"1590","13","average earnings"
"1590","14","average basic pay"
"1590","15","NHS earnings publication"
"1590","16","NHS earnings statistics"
"1590","17","doctors pay"
"1590","18","nurse pay"
"1590","19","consultants pay"
"1590","20","how much does a doctor earn"
"1590","21","how much does a nurse earn"
"1590","22","earnings by NHS staff group"
"1590","23","average nurse salary"
"1590","24","average doctor salary"
"1590","25","monthly publication"
"1591","1","Staff absence"
"1591","2","Workforce management"
"1591","3","NHS staff"
"1591","4","Staff"
"1591","5","Sick days"
"1591","6","sickness"
"1591","7","NHS"
"1591","8","sickness absence"
"1591","9","monthly publication"
"1591","10","absence"
"1591","11","absence rates"
"1591","12","NHS staff absence"
"1591","13","ESR"
"1591","14","ESR absence"
"1591","15","Electronic Staff Record"
"1591","16","Electronic Staff Record absence"
"1591","17","absence recording"
"1591","18","days lost"
"1591","19","days lost to absence"
"1591","20","days lost to sickness"
"1591","21","days lost to illness"
"1591","22","absence publication"
"1591","23","absence statistics"
"1591","24","NHS absence statistics"
"1591","25","recorded absence"
"1591","26","recorded sickness absence"
"1591","27","NHS workforce absence"
"1591","28","NHS workforce"
"1591","29","absence by NHS organisation"
"1591","30","absence by NHS trust"
"1591","31","sickness absence by NHS organisation"
"1591","32","sickness absence by NHS trust"
"1591","33","sickness absence rates by NHS organisation"
"1591","34","sickness absence rates by NHS trust"
"1591","35","absence rates by NHS organisation"
"1591","36","absence rates by NHS trust"
"1592","1","Optometry"
"1592","2","Ophthalmic practitioners"
"1592","3","Ophthalmic opticians"
"1592","4","Opticians"
"1592","5","Optometrists"
"1592","6","Ophthalmology"
"1593","1","NHS staff"
"1593","2","Workforce"
"1593","3","Ambulance staff"
"1593","4","HCHS staff"
"1593","5","Consultants"
"1593","6","Doctors"
"1593","7","nurses"
"1593","8","Non-medical staff"
"1593","9","Workforce turnover"
"1593","10","Midwives"
"1593","11","Joiners"
"1593","12","Leavers"
"1593","13","Health visitors"
"1593","14","Staff numbers"
"1593","15","medical and dental staff"
"1593","16","monthly NHS workforce"
"1593","17","doctors in training"
"1593","18","Qualified nurses"
"1593","19","ST&T staff"
"1593","20","School nurses"
"1593","21","support to clinical staff"
"1593","22","NHS Infrastructure staff"
"1593","23","managers"
"1593","24","Turnover rate"
"1593","25","Locums"
"1593","26","headcount"
"1593","27","monthly publication"
"1593","28","NHS workforce"
"1593","29","Workforce numbers"
"1593","30","SIP"
"1593","31","NHS staff numbers"
"1593","32","NHS workforce numbers"
"1593","33","NHS workforce statistics"
"1593","34","NHS staff in post"
"1593","35","staff in post"
"1593","36","full time equivalent"
"1593","37","FTE"
"1593","38","whole time equivalent"
"1593","39","WTE"
"1593","40","number of doctors"
"1593","41","number of nurses"
"1593","42","hospital workforce"
"1593","43","hospital staff"
"1593","44","HCHS workforce"
"1593","45","NHS Hospital and Community Health Service staff"
"1593","46","Hospital and Community Health Service staff"
"1593","47","staff numbers by NHS organisation"
